row_id,order_id,order_date,customer_id,customer_name,segment,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_dayofweek
5013,US-2017-160465,2017-07-21,SW-20350,Sean Wendt,Home Office,Cleveland,Ohio,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,34,3,1,-23,2017,2017-07,Friday
5014,US-2017-160465,2017-07-21,SW-20350,Sean Wendt,Home Office,Cleveland,Ohio,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,222,7,0,25,2017,2017-07,Friday
5015,US-2017-160465,2017-07-21,SW-20350,Sean Wendt,Home Office,Cleveland,Ohio,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,211,6,0,-53,2017,2017-07,Friday
5016,CA-2014-153850,2014-11-24,TH-21100,Thea Hendricks,Consumer,Toledo,Ohio,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35,7,0,10,2014,2014-11,Monday
5017,CA-2014-153850,2014-11-24,TH-21100,Thea Hendricks,Consumer,Toledo,Ohio,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1502,4,0,-250,2014,2014-11,Monday
5018,CA-2014-127558,2014-11-15,SS-20410,Shahid Shariari,Consumer,Los Angeles,California,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10,3,0,3,2014,2014-11,Saturday
5019,CA-2014-127558,2014-11-15,SS-20410,Shahid Shariari,Consumer,Los Angeles,California,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772,3,0,147,2014,2014-11,Saturday
5020,CA-2014-127558,2014-11-15,SS-20410,Shahid Shariari,Consumer,Los Angeles,California,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,20,2,0,5,2014,2014-11,Saturday
5021,CA-2017-136511,2017-03-23,MZ-17515,Mary Zewe,Corporate,New York City,New York,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,348,3,0,17,2017,2017-03,Thursday
5022,CA-2016-133795,2016-12-18,JE-15475,Jeremy Ellison,Consumer,San Diego,California,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,73,2,0,22,2016,2016-12,Sunday
5023,CA-2016-133795,2016-12-18,JE-15475,Jeremy Ellison,Consumer,San Diego,California,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772,3,0,147,2016,2016-12,Sunday
5024,CA-2016-133795,2016-12-18,JE-15475,Jeremy Ellison,Consumer,San Diego,California,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",40,4,0,11,2016,2016-12,Sunday
5025,US-2017-130953,2017-07-29,RF-19735,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,33,2,0,16,2017,2017-07,Saturday
5026,US-2017-130953,2017-07-29,RF-19735,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,462,3,0,134,2017,2017-07,Saturday
5027,US-2017-130953,2017-07-29,RF-19735,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",138,2,0,61,2017,2017-07,Saturday
5028,US-2017-130953,2017-07-29,RF-19735,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,303,3,0,73,2017,2017-07,Saturday
5029,CA-2014-151792,2014-09-02,CV-12295,Christina VanderZanden,Consumer,Chicago,Illinois,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,240,3,0,54,2014,2014-09,Tuesday
5030,CA-2017-139304,2017-01-29,VG-21790,Vivek Gonzalez,Consumer,San Francisco,California,OFF-AR-10001216,Office Supplies,Art,Newell 339,8,3,0,2,2017,2017-01,Sunday
5031,CA-2017-139304,2017-01-29,VG-21790,Vivek Gonzalez,Consumer,San Francisco,California,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,9,1,0,2,2017,2017-01,Sunday
5032,CA-2017-139304,2017-01-29,VG-21790,Vivek Gonzalez,Consumer,San Francisco,California,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,120,8,0,40,2017,2017-01,Sunday
5033,CA-2016-155166,2016-12-26,BB-11545,Brenda Bowman,Corporate,Vineland,New Jersey,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,213,3,0,26,2016,2016-12,Monday
5034,CA-2016-155166,2016-12-26,BB-11545,Brenda Bowman,Corporate,Vineland,New Jersey,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,26,1,0,7,2016,2016-12,Monday
5035,CA-2015-103954,2015-08-09,HR-14770,Hallie Redmond,Home Office,Milwaukee,Wisconsin,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687,5,0,48,2015,2015-08,Sunday
5036,CA-2014-169803,2014-04-06,SC-20260,Scott Cohen,Corporate,Seattle,Washington,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",654,3,0,111,2014,2014-04,Sunday
5037,CA-2014-169803,2014-04-06,SC-20260,Scott Cohen,Corporate,Seattle,Washington,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,34,2,0,2,2014,2014-04,Sunday
5038,CA-2017-141719,2017-11-17,EG-13900,Emily Grady,Consumer,Naperville,Illinois,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,240,5,0,84,2017,2017-11,Friday
5039,CA-2015-136469,2015-07-11,TS-21370,Todd Sumrall,Corporate,Wilmington,Delaware,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",200,4,0,-37,2015,2015-07,Saturday
5040,CA-2015-136469,2015-07-11,TS-21370,Todd Sumrall,Corporate,Wilmington,Delaware,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716,2,0,193,2015,2015-07,Saturday
5041,CA-2015-136469,2015-07-11,TS-21370,Todd Sumrall,Corporate,Wilmington,Delaware,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,221,7,0,104,2015,2015-07,Saturday
5042,CA-2016-158694,2016-11-10,AI-10855,Arianne Irving,Consumer,Los Angeles,California,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,68,3,0,33,2016,2016-11,Thursday
5043,CA-2016-158694,2016-11-10,AI-10855,Arianne Irving,Consumer,Los Angeles,California,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,130,4,0,39,2016,2016-11,Thursday
5044,CA-2016-158694,2016-11-10,AI-10855,Arianne Irving,Consumer,Los Angeles,California,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467,9,0,192,2016,2016-11,Thursday
5045,CA-2016-158694,2016-11-10,AI-10855,Arianne Irving,Consumer,Los Angeles,California,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,61,5,0,29,2016,2016-11,Thursday
5046,CA-2016-158694,2016-11-10,AI-10855,Arianne Irving,Consumer,Los Angeles,California,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,721,4,0,187,2016,2016-11,Thursday
5047,CA-2016-158694,2016-11-10,AI-10855,Arianne Irving,Consumer,Los Angeles,California,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5,3,0,2,2016,2016-11,Thursday
5048,CA-2016-158694,2016-11-10,AI-10855,Arianne Irving,Consumer,Los Angeles,California,OFF-AR-10001227,Office Supplies,Art,Newell 338,15,5,0,4,2016,2016-11,Thursday
5049,US-2014-104759,2014-03-31,DD-13570,Dorothy Dickinson,Consumer,Chicago,Illinois,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8,7,1,-14,2014,2014-03,Monday
5050,US-2014-104759,2014-03-31,DD-13570,Dorothy Dickinson,Consumer,Chicago,Illinois,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,80,2,0,14,2014,2014-03,Monday
5051,CA-2015-150511,2015-09-18,AB-10060,Adam Bellavance,Home Office,Des Moines,Washington,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",19,2,0,9,2015,2015-09,Friday
5052,CA-2015-134922,2015-11-07,KB-16240,Karen Bern,Corporate,Philadelphia,Pennsylvania,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24,2,0,8,2015,2015-11,Saturday
5053,US-2017-120607,2017-05-19,JC-15775,John Castell,Consumer,Atlanta,Georgia,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,196,4,0,92,2017,2017-05,Friday
5054,CA-2015-141243,2015-01-03,AH-10465,Amy Hunt,Consumer,Dallas,Texas,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,398,5,0,85,2015,2015-01,Saturday
5055,CA-2015-141243,2015-01-03,AH-10465,Amy Hunt,Consumer,Dallas,Texas,OFF-AR-10001246,Office Supplies,Art,Newell 317,7,3,0,1,2015,2015-01,Saturday
5056,CA-2015-141243,2015-01-03,AH-10465,Amy Hunt,Consumer,Dallas,Texas,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352,9,0,-438,2015,2015-01,Saturday
5057,CA-2015-162166,2015-09-08,NM-18520,Neoma Murray,Consumer,Moreno Valley,California,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,26,5,0,12,2015,2015-09,Tuesday
5058,CA-2015-162166,2015-09-08,NM-18520,Neoma Murray,Consumer,Moreno Valley,California,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,42,6,0,1,2015,2015-09,Tuesday
5059,CA-2016-120796,2016-04-03,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",100,9,1,-83,2016,2016-04,Sunday
5060,CA-2016-109722,2016-12-05,TP-21130,Theone Pippenger,Consumer,Georgetown,Kentucky,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),700,2,0,196,2016,2016-12,Monday
5061,CA-2016-109722,2016-12-05,TP-21130,Theone Pippenger,Consumer,Georgetown,Kentucky,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,585,9,0,70,2016,2016-12,Monday
5062,CA-2015-136798,2015-05-08,DL-12925,Daniel Lacy,Consumer,Minneapolis,Minnesota,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,44,2,0,22,2015,2015-05,Friday
5063,CA-2015-136798,2015-05-08,DL-12925,Daniel Lacy,Consumer,Minneapolis,Minnesota,TEC-PH-10000441,Technology,Phones,VTech DS6151,378,3,0,106,2015,2015-05,Friday
5064,CA-2015-136798,2015-05-08,DL-12925,Daniel Lacy,Consumer,Minneapolis,Minnesota,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",124,3,0,11,2015,2015-05,Friday
5065,CA-2017-122196,2017-09-22,CA-12265,Christina Anderson,Consumer,Wilmington,Delaware,TEC-PH-10004977,Technology,Phones,GE 30524EE4,392,2,0,114,2017,2017-09,Friday
5066,CA-2017-142090,2017-11-30,SC-20380,Shahid Collister,Consumer,Burlington,North Carolina,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,384,3,0,82,2017,2017-11,Thursday
5067,CA-2017-142090,2017-11-30,SC-20380,Shahid Collister,Consumer,Burlington,North Carolina,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1782,7,0,-653,2017,2017-11,Thursday
5068,CA-2017-160934,2017-01-15,TT-21460,Tonja Turnell,Home Office,Los Angeles,California,OFF-AR-10003504,Office Supplies,Art,Newell 347,21,5,0,6,2017,2017-01,Sunday
5069,CA-2014-124478,2014-08-08,MA-17560,Matt Abelman,Home Office,Trenton,Michigan,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,550,1,0,275,2014,2014-08,Friday
5070,CA-2014-124478,2014-08-08,MA-17560,Matt Abelman,Home Office,Trenton,Michigan,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",168,3,0,37,2014,2014-08,Friday
5071,CA-2014-124478,2014-08-08,MA-17560,Matt Abelman,Home Office,Trenton,Michigan,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,38,3,0,17,2014,2014-08,Friday
5072,CA-2014-124478,2014-08-08,MA-17560,Matt Abelman,Home Office,Trenton,Michigan,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,54,6,0,23,2014,2014-08,Friday
5073,CA-2014-124478,2014-08-08,MA-17560,Matt Abelman,Home Office,Trenton,Michigan,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,300,2,0,84,2014,2014-08,Friday
5074,CA-2015-145485,2015-11-05,JM-16195,Justin MacKendrick,Consumer,San Francisco,California,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,63,4,0,16,2015,2015-11,Thursday
5075,CA-2017-151071,2017-04-25,MB-18085,Mick Brown,Consumer,Los Angeles,California,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",14,2,0,5,2017,2017-04,Tuesday
5076,CA-2014-134572,2014-04-20,SV-20365,Seth Vernon,Consumer,Houston,Texas,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744,5,0,-96,2014,2014-04,Sunday
5077,CA-2014-134572,2014-04-20,SV-20365,Seth Vernon,Consumer,Houston,Texas,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",45,5,0,6,2014,2014-04,Sunday
5078,CA-2014-134572,2014-04-20,SV-20365,Seth Vernon,Consumer,Houston,Texas,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,402,2,0,-132,2014,2014-04,Sunday
5079,CA-2017-143217,2017-11-11,CG-12040,Catherine Glotzbach,Home Office,Milwaukee,Wisconsin,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,18,3,0,9,2017,2017-11,Saturday
5080,US-2017-133312,2017-11-25,BD-11500,Bradley Drucker,Consumer,San Francisco,California,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359,3,0,-30,2017,2017-11,Saturday
5081,US-2017-133312,2017-11-25,BD-11500,Bradley Drucker,Consumer,San Francisco,California,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,10,1,0,3,2017,2017-11,Saturday
5082,US-2015-137533,2015-12-18,JK-15640,Jim Kriz,Home Office,Cleveland,Ohio,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,21,4,0,7,2015,2015-12,Friday
5083,CA-2016-155138,2016-09-08,JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35,4,0,8,2016,2016-09,Thursday
5084,CA-2016-155138,2016-09-08,JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,65,3,0,23,2016,2016-09,Thursday
5085,CA-2016-108350,2016-06-06,SC-20230,Scot Coram,Corporate,Lowell,Massachusetts,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,106,4,0,49,2016,2016-06,Monday
5086,CA-2015-144302,2015-06-19,ME-17320,Maria Etezadi,Home Office,Dallas,Texas,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",6,2,1,-10,2015,2015-06,Friday
5087,CA-2015-109001,2015-03-05,KN-16390,Katherine Nockton,Corporate,Philadelphia,Pennsylvania,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,466,7,0,-93,2015,2015-03,Thursday
5088,CA-2015-109001,2015-03-05,KN-16390,Katherine Nockton,Corporate,Philadelphia,Pennsylvania,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10,1,0,-1,2015,2015-03,Thursday
5089,CA-2015-109001,2015-03-05,KN-16390,Katherine Nockton,Corporate,Philadelphia,Pennsylvania,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,3,3,1,-2,2015,2015-03,Thursday
5090,CA-2017-132738,2017-08-04,HM-14860,Harry Marie,Corporate,Loveland,Colorado,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),8,2,0,3,2017,2017-08,Friday
5091,CA-2017-132738,2017-08-04,HM-14860,Harry Marie,Corporate,Loveland,Colorado,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",9,1,0,3,2017,2017-08,Friday
5092,CA-2017-156720,2017-12-30,JM-15580,Jill Matthias,Consumer,Loveland,Colorado,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,3,3,0,-1,2017,2017-12,Saturday
5093,CA-2015-119102,2015-05-23,KH-16690,Kristen Hastings,Corporate,Woonsocket,Rhode Island,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51,3,0,14,2015,2015-05,Saturday
5094,US-2014-140452,2014-12-06,BK-11260,Berenike Kampe,Consumer,Chicago,Illinois,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14,4,1,-32,2014,2014-12,Saturday
5095,US-2014-140452,2014-12-06,BK-11260,Berenike Kampe,Consumer,Chicago,Illinois,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,215,5,0,-120,2014,2014-12,Saturday
5096,US-2014-140452,2014-12-06,BK-11260,Berenike Kampe,Consumer,Chicago,Illinois,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35,4,0,-7,2014,2014-12,Saturday
5097,US-2014-140452,2014-12-06,BK-11260,Berenike Kampe,Consumer,Chicago,Illinois,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,11,3,1,-5,2014,2014-12,Saturday
5098,US-2014-140452,2014-12-06,BK-11260,Berenike Kampe,Consumer,Chicago,Illinois,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,5,2,1,-8,2014,2014-12,Saturday
5099,US-2014-140452,2014-12-06,BK-11260,Berenike Kampe,Consumer,Chicago,Illinois,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35,2,0,-8,2014,2014-12,Saturday
5100,CA-2015-141936,2015-08-07,PN-18775,Parhena Norris,Home Office,Bakersfield,California,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19,3,0,6,2015,2015-08,Friday
5101,CA-2014-158442,2014-03-17,AZ-10750,Annie Zypern,Consumer,Dallas,Texas,OFF-AR-10003732,Office Supplies,Art,Newell 333,4,2,0,0,2014,2014-03,Monday
5102,CA-2014-158442,2014-03-17,AZ-10750,Annie Zypern,Consumer,Dallas,Texas,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,5,1,0,2,2014,2014-03,Monday
5103,CA-2014-158442,2014-03-17,AZ-10750,Annie Zypern,Consumer,Dallas,Texas,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,16,3,0,5,2014,2014-03,Monday
5104,CA-2015-167374,2015-03-26,GM-14500,Gene McClure,Consumer,Philadelphia,Pennsylvania,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40,6,0,13,2015,2015-03,Thursday
5105,CA-2015-167374,2015-03-26,GM-14500,Gene McClure,Consumer,Philadelphia,Pennsylvania,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",17,3,0,5,2015,2015-03,Thursday
5106,CA-2014-116568,2014-12-14,BM-11785,Bryan Mills,Consumer,Deltona,Florida,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186,4,0,14,2014,2014-12,Sunday
5107,CA-2015-147102,2015-09-19,NH-18610,Nicole Hansen,Corporate,Columbus,Georgia,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,66,4,0,23,2015,2015-09,Saturday
5108,CA-2017-132213,2017-04-25,PN-18775,Parhena Norris,Home Office,Nashville,Tennessee,OFF-AR-10004078,Office Supplies,Art,Newell 312,42,9,0,5,2017,2017-04,Tuesday
5109,CA-2017-132213,2017-04-25,PN-18775,Parhena Norris,Home Office,Nashville,Tennessee,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,68,5,0,7,2017,2017-04,Tuesday
5110,CA-2014-138450,2014-10-18,EH-13765,Edward Hooks,Corporate,Philadelphia,Pennsylvania,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",53,6,0,20,2014,2014-10,Saturday
5111,CA-2014-138450,2014-10-18,EH-13765,Edward Hooks,Corporate,Philadelphia,Pennsylvania,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",187,6,0,-35,2014,2014-10,Saturday
5112,CA-2014-138450,2014-10-18,EH-13765,Edward Hooks,Corporate,Philadelphia,Pennsylvania,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10,4,0,3,2014,2014-10,Saturday
5113,CA-2015-153073,2015-11-13,HA-14905,Helen Abelman,Consumer,Chicago,Illinois,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",17,9,1,-7,2015,2015-11,Friday
5114,CA-2016-147970,2016-01-31,AB-10150,Aimee Bixby,Consumer,Dallas,Texas,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,16,3,0,5,2016,2016-01,Sunday
5115,CA-2016-150658,2016-11-17,MS-17365,Maribeth Schnelling,Consumer,Carlsbad,New Mexico,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,11,3,0,3,2016,2016-11,Thursday
5116,CA-2017-125640,2017-07-25,DD-13570,Dorothy Dickinson,Consumer,Philadelphia,Pennsylvania,OFF-LA-10004178,Office Supplies,Labels,Avery 491,3,1,0,1,2017,2017-07,Tuesday
5117,CA-2017-154137,2017-11-11,MT-17815,Meg Tillman,Consumer,New York City,New York,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35,1,0,0,2017,2017-11,Saturday
5118,CA-2015-127173,2015-09-26,GM-14500,Gene McClure,Consumer,Oceanside,New York,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34,3,0,16,2015,2015-09,Saturday
5119,CA-2015-127173,2015-09-26,GM-14500,Gene McClure,Consumer,Oceanside,New York,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,630,7,0,296,2015,2015-09,Saturday
5120,CA-2015-127173,2015-09-26,GM-14500,Gene McClure,Consumer,Oceanside,New York,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,79,9,0,29,2015,2015-09,Saturday
5121,CA-2014-149538,2014-04-04,KB-16585,Ken Black,Corporate,Lafayette,Louisiana,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,233,5,0,9,2014,2014-04,Friday
5122,CA-2014-149538,2014-04-04,KB-16585,Ken Black,Corporate,Lafayette,Louisiana,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,100,2,0,43,2014,2014-04,Friday
5123,CA-2014-149538,2014-04-04,KB-16585,Ken Black,Corporate,Lafayette,Louisiana,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19,3,0,9,2014,2014-04,Friday
5124,CA-2014-149538,2014-04-04,KB-16585,Ken Black,Corporate,Lafayette,Louisiana,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,13,2,0,6,2014,2014-04,Friday
5125,CA-2014-160766,2014-09-14,DM-13015,Darrin Martin,Consumer,New York City,New York,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464,9,0,-108,2014,2014-09,Sunday
5126,CA-2014-160766,2014-09-14,DM-13015,Darrin Martin,Consumer,New York City,New York,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68,7,0,31,2014,2014-09,Sunday
5127,CA-2014-160766,2014-09-14,DM-13015,Darrin Martin,Consumer,New York City,New York,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2800,4,0,1372,2014,2014-09,Sunday
5128,CA-2014-160766,2014-09-14,DM-13015,Darrin Martin,Consumer,New York City,New York,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601,2,0,198,2014,2014-09,Sunday
5129,CA-2014-160766,2014-09-14,DM-13015,Darrin Martin,Consumer,New York City,New York,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,17,1,0,4,2014,2014-09,Sunday
5130,CA-2014-160766,2014-09-14,DM-13015,Darrin Martin,Consumer,New York City,New York,TEC-PH-10000526,Technology,Phones,Vtech CS6719,288,3,0,81,2014,2014-09,Sunday
5131,CA-2014-160766,2014-09-14,DM-13015,Darrin Martin,Consumer,New York City,New York,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,45,9,0,21,2014,2014-09,Sunday
5132,CA-2017-146626,2017-12-29,BP-11185,Ben Peterman,Corporate,Anaheim,California,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101,8,0,37,2017,2017-12,Friday
5133,CA-2015-123330,2015-06-21,EP-13915,Emily Phan,Consumer,Deltona,Florida,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,108,3,0,38,2015,2015-06,Sunday
5134,CA-2017-155607,2017-11-26,FG-14260,Frank Gastineau,Home Office,New York City,New York,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,59,7,0,15,2017,2017-11,Sunday
5135,CA-2017-155607,2017-11-26,FG-14260,Frank Gastineau,Home Office,New York City,New York,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93,4,0,33,2017,2017-11,Sunday
5136,CA-2016-151323,2016-10-23,AB-10255,Alejandro Ballentine,Home Office,Seattle,Washington,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17,5,0,8,2016,2016-10,Sunday
5137,CA-2015-146696,2015-12-14,RD-19480,Rick Duston,Consumer,San Diego,California,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8,2,0,3,2015,2015-12,Monday
5138,CA-2016-128972,2016-11-13,TS-21430,Tom Stivers,Corporate,Oklahoma City,Oklahoma,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30,4,0,13,2016,2016-11,Sunday
